component_id,sum_of_max_gross_load_mw,max_of_sum_gross_load_mw,max_ramp,min_ramp,idxmax_ramp,idxmin_ramp,max_abs_ramp,idxmax_abs_ramp,EIA_UNIT_TYPE,capacity_CAMD,capacity_EIA,simple_CAMD_FUEL_TYPE_via_capacity,simple_EIA_FUEL_TYPE_via_capacity,simple_EIA_UNIT_TYPE,ramp_factor_CAMD,ramp_factor_EIA,ramp_factor_sum_max,ramp_factor_max_sum
103585,149.0,148.0,81.0,-76.0,2018-12-10 02:00:00+00:00,2019-03-05 07:00:00+00:00,81.0,2018-12-10 02:00:00+00:00,"('CA', 'CT')",126.0,189.60000000000002,gas,gas,combined_cycle,0.6428571428571429,0.42721518987341767,0.5436241610738255,0.5472972972972973
103586,186.0,186.0,165.0,-174.0,2018-01-07 00:00:00+00:00,2018-03-22 12:00:00+00:00,174.0,2018-03-22 12:00:00+00:00,"('GT',)",197.0,197.0,gas,gas,gas_turbine,0.883248730964467,0.883248730964467,0.9354838709677419,0.9354838709677419
103587,183.0,183.0,161.0,-177.0,2017-12-11 13:00:00+00:00,2018-08-06 18:00:00+00:00,177.0,2018-08-06 18:00:00+00:00,"('GT',)",197.0,197.0,gas,gas,gas_turbine,0.8984771573604061,0.8984771573604061,0.9672131147540983,0.9672131147540983
103588,794.0,794.0,320.0,-365.0,2017-05-27 17:00:00+00:00,2015-05-18 20:00:00+00:00,365.0,2015-05-18 20:00:00+00:00,"('CA', 'CT')",504.0,821.7,gas,gas,combined_cycle,0.7242063492063492,0.44420104661068516,0.4596977329974811,0.4596977329974811
103589,42.0,42.0,41.0,-40.0,2019-02-06 14:00:00+00:00,2017-11-12 15:00:00+00:00,41.0,2019-02-06 14:00:00+00:00,"('GT',)",43.4,43.4,gas,gas,gas_turbine,0.9447004608294931,0.9447004608294931,0.9761904761904762,0.9761904761904762
103590,41.0,41.0,41.0,-39.0,2019-02-06 14:00:00+00:00,2019-02-07 06:00:00+00:00,41.0,2019-02-06 14:00:00+00:00,"('GT',)",43.4,43.4,gas,gas,gas_turbine,0.9447004608294931,0.9447004608294931,1.0,1.0
103591,41.0,41.0,37.0,-39.0,2015-03-31 23:00:00+00:00,2015-05-08 03:00:00+00:00,39.0,2015-05-08 03:00:00+00:00,"('GT',)",43.4,43.4,gas,gas,gas_turbine,0.8986175115207373,0.8986175115207373,0.9512195121951219,0.9512195121951219
103592,41.0,41.0,36.0,-39.0,2015-03-31 23:00:00+00:00,2019-03-03 09:00:00+00:00,39.0,2019-03-03 09:00:00+00:00,"('GT',)",43.4,43.4,gas,gas,gas_turbine,0.8986175115207373,0.8986175115207373,0.9512195121951219,0.9512195121951219
103593,586.0,585.0,253.0,-354.0,2019-12-21 19:00:00+00:00,2019-12-21 17:00:00+00:00,354.0,2019-12-21 17:00:00+00:00,"('CA', 'CT')",400.0,570.0,gas,gas,combined_cycle,0.885,0.6210526315789474,0.6040955631399317,0.6051282051282051
103594,96.0,96.0,86.0,-86.0,2016-01-05 12:00:00+00:00,2019-01-21 13:00:00+00:00,86.0,2016-01-05 12:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9555555555555556,0.8608608608608608,0.8958333333333334,0.8958333333333334
103595,96.0,96.0,90.0,-86.0,2018-01-02 11:00:00+00:00,2016-01-19 13:00:00+00:00,90.0,2018-01-02 11:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,1.0,0.9009009009009008,0.9375,0.9375
103596,97.0,97.0,86.0,-86.0,2015-01-08 23:00:00+00:00,2015-01-08 13:00:00+00:00,86.0,2015-01-08 23:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9555555555555556,0.8608608608608608,0.8865979381443299,0.8865979381443299
103597,97.0,97.0,89.0,-84.0,2018-01-05 10:00:00+00:00,2015-01-09 02:00:00+00:00,89.0,2018-01-05 10:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9888888888888889,0.8908908908908908,0.9175257731958762,0.9175257731958762
103598,97.0,97.0,90.0,-83.0,2015-02-20 08:00:00+00:00,2016-01-05 14:00:00+00:00,90.0,2015-02-20 08:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,1.0,0.9009009009009008,0.9278350515463918,0.9278350515463918
103599,96.0,96.0,84.0,-84.0,2016-02-19 12:00:00+00:00,2019-11-14 13:00:00+00:00,84.0,2016-02-19 12:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9333333333333333,0.8408408408408408,0.875,0.875
103600,96.0,96.0,88.0,-85.0,2018-01-05 10:00:00+00:00,2019-11-14 13:00:00+00:00,88.0,2018-01-05 10:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9777777777777777,0.8808808808808808,0.9166666666666666,0.9166666666666666
103601,96.0,96.0,88.0,-84.0,2018-01-05 10:00:00+00:00,2015-11-24 13:00:00+00:00,88.0,2018-01-05 10:00:00+00:00,"('GT',)",90.0,99.9,gas,gas,gas_turbine,0.9777777777777777,0.8808808808808808,0.9166666666666666,0.9166666666666666
103602,46.0,46.0,46.0,-40.0,2016-08-08 02:00:00+00:00,2016-09-30 07:00:00+00:00,46.0,2016-08-08 02:00:00+00:00,"('GT',)",40.0,71.0,gas,gas,gas_turbine,1.15,0.647887323943662,1.0,1.0
103603,46.0,46.0,46.0,-46.0,2015-12-16 04:00:00+00:00,2016-07-19 14:00:00+00:00,46.0,2015-12-16 04:00:00+00:00,"('GT',)",40.0,71.0,gas,gas,gas_turbine,1.15,0.647887323943662,1.0,1.0
103604,46.0,46.0,46.0,-39.0,2016-12-16 05:00:00+00:00,2019-03-29 04:00:00+00:00,46.0,2016-12-16 05:00:00+00:00,"('GT',)",40.0,71.0,gas,gas,gas_turbine,1.15,0.647887323943662,1.0,1.0
103605,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,10.4,,gas,steam_turbine,,0.0,,
103606,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,20.8,,coal,steam_turbine,,0.0,,
103607,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,10.4,,gas,steam_turbine,,0.0,,
103608,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,10.4,,coal,steam_turbine,,0.0,,
103609,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,15.4,,coal,steam_turbine,,0.0,,
103610,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,16.6,,coal,steam_turbine,,0.0,,
103611,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,7.0,,coal,steam_turbine,,0.0,,
103612,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,7.5,,coal,steam_turbine,,0.0,,
103613,345.0,345.0,147.0,-281.0,2019-07-31 15:00:00+00:00,2015-12-25 00:00:00+00:00,281.0,2015-12-25 00:00:00+00:00,"('CA', 'CT')",198.9,388.0,gas,gas,combined_cycle,1.412770236299648,0.7242268041237113,0.8144927536231884,0.8144927536231884
103614,41.0,41.0,37.0,-39.0,2015-03-31 23:00:00+00:00,2015-05-08 03:00:00+00:00,39.0,2015-05-08 03:00:00+00:00,"('GT',)",43.4,43.4,gas,gas,gas_turbine,0.8986175115207373,0.8986175115207373,0.9512195121951219,0.9512195121951219
103615,644.0,617.0,268.0,-268.0,2019-01-20 10:00:00+00:00,2019-01-20 09:00:00+00:00,268.0,2019-01-20 10:00:00+00:00,"('CA', 'CT')",730.8999999999999,643.6,gas,gas,combined_cycle,0.3666712272540704,0.4164077066500932,0.4161490683229814,0.4343598055105348
103616,951.0,948.0,234.0,-481.0,2016-06-12 14:00:00+00:00,2018-05-23 21:00:00+00:00,481.0,2018-05-23 21:00:00+00:00,"('CA', 'CT')",1008.9,1001.7,gas,gas,combined_cycle,0.47675686391119043,0.4801836877308575,0.5057833859095688,0.5073839662447257
103617,65.0,65.0,57.0,-45.0,2017-02-27 11:00:00+00:00,2016-08-03 00:00:00+00:00,57.0,2017-02-27 11:00:00+00:00,"('GT',)",,66.8,,gas,gas_turbine,,0.8532934131736527,0.8769230769230769,0.8769230769230769
103618,67.0,67.0,54.0,-67.0,2019-01-22 14:00:00+00:00,2015-02-12 14:00:00+00:00,67.0,2015-02-12 14:00:00+00:00,"('GT',)",,65.8,,oil,gas_turbine,,1.0182370820668694,1.0,1.0
103619,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('GT',)",,66.8,,oil,gas_turbine,,0.0,,
103620,67.0,67.0,58.0,-65.0,2015-02-13 11:00:00+00:00,2015-02-03 13:00:00+00:00,65.0,2015-02-03 13:00:00+00:00,"('GT',)",,65.8,,oil,gas_turbine,,0.9878419452887538,0.9701492537313433,0.9701492537313433
103621,65.0,65.0,53.0,-55.0,2019-01-16 12:00:00+00:00,2018-01-08 00:00:00+00:00,55.0,2018-01-08 00:00:00+00:00,"('GT',)",,66.8,,gas,gas_turbine,,0.8233532934131736,0.8461538461538461,0.8461538461538461
103622,60.0,60.0,55.0,-53.0,2017-02-27 11:00:00+00:00,2017-02-27 13:00:00+00:00,55.0,2017-02-27 11:00:00+00:00,"('GT',)",,65.8,,oil,gas_turbine,,0.8358662613981763,0.9166666666666666,0.9166666666666666
103623,67.0,67.0,48.0,-60.0,2015-06-23 18:00:00+00:00,2018-01-02 14:00:00+00:00,60.0,2018-01-02 14:00:00+00:00,"('GT',)",,66.8,,gas,gas_turbine,,0.8982035928143713,0.8955223880597015,0.8955223880597015
103624,67.0,67.0,56.0,-64.0,2017-02-27 11:00:00+00:00,2015-02-12 14:00:00+00:00,64.0,2015-02-12 14:00:00+00:00,"('GT',)",,65.8,,oil,gas_turbine,,0.9726443768996961,0.9552238805970149,0.9552238805970149
103625,65.0,65.0,52.0,-49.0,2017-05-02 16:00:00+00:00,2015-02-03 14:00:00+00:00,52.0,2017-05-02 16:00:00+00:00,"('GT',)",,66.8,,gas,gas_turbine,,0.7784431137724551,0.8,0.8
103626,67.0,67.0,57.0,-55.0,2015-02-13 11:00:00+00:00,2018-01-03 12:00:00+00:00,57.0,2015-02-13 11:00:00+00:00,"('GT',)",,65.8,,oil,gas_turbine,,0.8662613981762919,0.8507462686567164,0.8507462686567164
103627,58.0,58.0,36.0,-46.0,2017-02-21 12:00:00+00:00,2017-02-21 13:00:00+00:00,46.0,2017-02-21 13:00:00+00:00,"('GT',)",,66.8,,oil,gas_turbine,,0.688622754491018,0.7931034482758621,0.7931034482758621
103628,54.0,54.0,45.0,-37.0,2019-02-13 12:00:00+00:00,2018-07-26 16:00:00+00:00,45.0,2019-02-13 12:00:00+00:00,"('GT',)",,59.6,,gas,gas_turbine,,0.7550335570469798,0.8333333333333334,0.8333333333333334
103629,48.0,48.0,42.0,-44.0,2016-08-30 15:00:00+00:00,2016-08-30 00:00:00+00:00,44.0,2016-08-30 00:00:00+00:00,"('GT',)",,59.6,,gas,gas_turbine,,0.7382550335570469,0.9166666666666666,0.9166666666666666
103630,55.0,55.0,48.0,-52.0,2016-02-08 20:00:00+00:00,2018-12-03 18:00:00+00:00,52.0,2018-12-03 18:00:00+00:00,"('GT',)",,59.6,,gas,gas_turbine,,0.87248322147651,0.9454545454545454,0.9454545454545454
103631,64.0,64.0,61.0,-54.0,2018-01-17 13:00:00+00:00,2018-01-17 18:00:00+00:00,61.0,2018-01-17 13:00:00+00:00,"('GT',)",,59.6,,gas,gas_turbine,,1.023489932885906,0.953125,0.953125
103632,34.0,34.0,34.0,-30.0,2015-02-18 18:00:00+00:00,2015-02-19 15:00:00+00:00,34.0,2015-02-18 18:00:00+00:00,"('GT',)",81.3,81.3,gas,gas,gas_turbine,0.4182041820418204,0.4182041820418204,1.0,1.0
103633,91.0,91.0,84.0,-81.0,2016-12-19 22:00:00+00:00,2015-02-20 15:00:00+00:00,84.0,2016-12-19 22:00:00+00:00,"('GT',)",81.3,81.3,gas,gas,gas_turbine,1.033210332103321,1.033210332103321,0.9230769230769231,0.9230769230769231
103634,92.0,92.0,83.0,-80.0,2016-02-10 11:00:00+00:00,2016-01-06 15:00:00+00:00,83.0,2016-02-10 11:00:00+00:00,"('GT',)",81.3,81.3,gas,gas,gas_turbine,1.020910209102091,1.020910209102091,0.9021739130434783,0.9021739130434783
103635,93.0,93.0,81.0,-81.0,2015-02-20 11:00:00+00:00,2015-02-20 15:00:00+00:00,81.0,2015-02-20 11:00:00+00:00,"('GT',)",81.3,81.3,gas,gas,gas_turbine,0.996309963099631,0.996309963099631,0.8709677419354839,0.8709677419354839
103636,72.0,72.0,60.0,-65.0,2018-01-18 11:00:00+00:00,2015-02-17 01:00:00+00:00,65.0,2015-02-17 01:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9558823529411765,0.9558823529411765,0.9027777777777778,0.9027777777777778
103637,69.0,69.0,63.0,-60.0,2018-01-18 11:00:00+00:00,2017-11-26 15:00:00+00:00,63.0,2018-01-18 11:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9264705882352942,0.9264705882352942,0.9130434782608695,0.9130434782608695
103638,65.0,65.0,56.0,-58.0,2018-01-18 11:00:00+00:00,2018-01-18 15:00:00+00:00,58.0,2018-01-18 15:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.8529411764705882,0.8529411764705882,0.8923076923076924,0.8923076923076924
103639,66.0,66.0,63.0,-58.0,2015-02-19 02:00:00+00:00,2015-03-02 13:00:00+00:00,63.0,2015-02-19 02:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9264705882352942,0.9264705882352942,0.9545454545454546,0.9545454545454546
103640,69.0,69.0,59.0,-62.0,2018-01-18 11:00:00+00:00,2018-01-18 15:00:00+00:00,62.0,2018-01-18 15:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9117647058823529,0.9117647058823529,0.8985507246376812,0.8985507246376812
103641,66.0,66.0,54.0,-58.0,2015-03-02 12:00:00+00:00,2018-01-18 15:00:00+00:00,58.0,2018-01-18 15:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.8529411764705882,0.8529411764705882,0.8787878787878788,0.8787878787878788
103642,68.0,68.0,64.0,-64.0,2015-02-19 02:00:00+00:00,2018-01-18 15:00:00+00:00,64.0,2015-02-19 02:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
103643,66.0,66.0,63.0,-58.0,2015-02-19 02:00:00+00:00,2018-01-18 15:00:00+00:00,63.0,2015-02-19 02:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9264705882352942,0.9264705882352942,0.9545454545454546,0.9545454545454546
103644,68.0,68.0,58.0,-65.0,2016-02-05 12:00:00+00:00,2015-02-17 01:00:00+00:00,65.0,2015-02-17 01:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9558823529411765,0.9558823529411765,0.9558823529411765,0.9558823529411765
103645,66.0,66.0,55.0,-64.0,2015-03-02 12:00:00+00:00,2015-02-17 01:00:00+00:00,64.0,2015-02-17 01:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9411764705882353,0.9411764705882353,0.9696969696969697,0.9696969696969697
103646,64.0,64.0,49.0,-49.0,2019-07-17 14:00:00+00:00,2017-03-15 14:00:00+00:00,49.0,2019-07-17 14:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.7205882352941176,0.7205882352941176,0.765625,0.765625
103647,66.0,66.0,57.0,-63.0,2018-01-18 11:00:00+00:00,2015-02-17 01:00:00+00:00,63.0,2015-02-17 01:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9264705882352942,0.9264705882352942,0.9545454545454546,0.9545454545454546
103648,66.0,66.0,54.0,-60.0,2015-03-02 12:00:00+00:00,2015-02-20 06:00:00+00:00,60.0,2015-02-20 06:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.8823529411764706,0.8823529411764706,0.9090909090909091,0.9090909090909091
103649,69.0,69.0,57.0,-64.0,2015-03-02 12:00:00+00:00,2015-02-20 06:00:00+00:00,64.0,2015-02-20 06:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.9411764705882353,0.9411764705882353,0.927536231884058,0.927536231884058
103650,70.0,70.0,56.0,-59.0,2018-01-18 11:00:00+00:00,2015-02-17 01:00:00+00:00,59.0,2015-02-17 01:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.8676470588235294,0.8676470588235294,0.8428571428571429,0.8428571428571429
103651,70.0,70.0,58.0,-60.0,2015-03-02 12:00:00+00:00,2017-11-26 15:00:00+00:00,60.0,2017-11-26 15:00:00+00:00,"('GT',)",68.0,68.0,gas,gas,gas_turbine,0.8823529411764706,0.8823529411764706,0.8571428571428571,0.8571428571428571
103652,0.0,0.0,0.0,0.0,2015-04-01 07:00:00+00:00,2015-04-01 07:00:00+00:00,0.0,2015-04-01 07:00:00+00:00,"('ST',)",,50.0,,other,steam_turbine,,0.0,,
103653,26.0,26.0,21.0,-20.0,2017-09-27 18:00:00+00:00,2015-09-05 11:00:00+00:00,21.0,2017-09-27 18:00:00+00:00,"('GT',)",,26.9,,gas,gas_turbine,,0.7806691449814127,0.8076923076923077,0.8076923076923077
103654,26.0,26.0,22.0,-22.0,2018-01-01 23:00:00+00:00,2015-04-10 04:00:00+00:00,22.0,2018-01-01 23:00:00+00:00,"('GT',)",,26.9,,gas,gas_turbine,,0.8178438661710038,0.8461538461538461,0.8461538461538461
103655,16.0,16.0,16.0,-16.0,2018-04-24 13:00:00+00:00,2018-04-24 16:00:00+00:00,16.0,2018-04-24 13:00:00+00:00,"('GT',)",26.6,26.6,oil,oil,gas_turbine,0.6015037593984962,0.6015037593984962,1.0,1.0
103656,14.0,14.0,10.0,-8.0,2015-01-08 12:00:00+00:00,2015-01-08 13:00:00+00:00,10.0,2015-01-08 12:00:00+00:00,"('GT',)",26.6,26.6,oil,oil,gas_turbine,0.37593984962406013,0.37593984962406013,0.7142857142857143,0.7142857142857143
103657,55.0,55.0,55.0,-55.0,2018-08-08 18:00:00+00:00,2018-08-08 21:00:00+00:00,55.0,2018-08-08 18:00:00+00:00,"('GT',)",64.7,64.7,oil,oil,gas_turbine,0.8500772797527048,0.8500772797527048,1.0,1.0
103658,23.0,23.0,23.0,-18.0,2015-01-08 11:00:00+00:00,2017-06-26 16:00:00+00:00,23.0,2015-01-08 11:00:00+00:00,"('GT',)",26.6,26.6,oil,oil,gas_turbine,0.8646616541353384,0.8646616541353384,1.0,1.0
103659,0.0,0.0,0.0,0.0,2015-01-01 06:00:00+00:00,2015-01-01 06:00:00+00:00,0.0,2015-01-01 06:00:00+00:00,"('GT',)",26.6,26.6,oil,oil,gas_turbine,0.0,0.0,,
103660,20.0,20.0,20.0,-20.0,2018-01-06 08:00:00+00:00,2018-01-06 15:00:00+00:00,20.0,2018-01-06 08:00:00+00:00,"('GT',)",35.3,35.3,oil,oil,gas_turbine,0.56657223796034,0.56657223796034,1.0,1.0
103661,90.0,90.0,76.0,-77.0,2017-03-11 14:00:00+00:00,2018-11-10 00:00:00+00:00,77.0,2018-11-10 00:00:00+00:00,"('GT',)",84.0,84.0,gas,gas,gas_turbine,0.9166666666666666,0.9166666666666666,0.8555555555555555,0.8555555555555555
103662,90.0,90.0,76.0,-70.0,2015-05-17 18:00:00+00:00,2016-06-27 00:00:00+00:00,76.0,2015-05-17 18:00:00+00:00,"('GT',)",84.0,84.0,gas,gas,gas_turbine,0.9047619047619048,0.9047619047619048,0.8444444444444444,0.8444444444444444
103663,90.0,90.0,76.0,-75.0,2015-05-17 18:00:00+00:00,2017-12-09 15:00:00+00:00,76.0,2015-05-17 18:00:00+00:00,"('GT',)",84.0,84.0,gas,gas,gas_turbine,0.9047619047619048,0.9047619047619048,0.8444444444444444,0.8444444444444444
103664,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,109.6,,other,steam_turbine,,0.0,,
103665,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,99.2,,other,steam_turbine,,0.0,,
103666,0.0,0.0,0.0,0.0,2015-04-01 06:00:00+00:00,2015-04-01 06:00:00+00:00,0.0,2015-04-01 06:00:00+00:00,"('ST',)",,76.5,,other,steam_turbine,,0.0,,
103667,93.0,93.0,67.0,-72.0,2016-05-19 14:00:00+00:00,2016-02-24 13:00:00+00:00,72.0,2016-02-24 13:00:00+00:00,"('GT',)",,75.0,,gas,gas_turbine,,0.96,0.7741935483870968,0.7741935483870968
103668,92.0,92.0,73.0,-70.0,2016-01-26 15:00:00+00:00,2018-06-14 02:00:00+00:00,73.0,2016-01-26 15:00:00+00:00,"('GT',)",,75.0,,gas,gas_turbine,,0.9733333333333334,0.7934782608695652,0.7934782608695652
103669,93.0,93.0,71.0,-69.0,2015-09-28 13:00:00+00:00,2015-01-13 02:00:00+00:00,71.0,2015-09-28 13:00:00+00:00,"('GT',)",,75.0,,gas,gas_turbine,,0.9466666666666667,0.7634408602150538,0.7634408602150538
103670,93.0,93.0,75.0,-74.0,2019-11-16 13:00:00+00:00,2015-05-25 22:00:00+00:00,75.0,2019-11-16 13:00:00+00:00,"('GT',)",,79.6,,gas,gas_turbine,,0.9422110552763819,0.8064516129032258,0.8064516129032258
103671,49.0,49.0,45.0,-47.0,2015-01-24 13:00:00+00:00,2017-04-03 23:00:00+00:00,47.0,2017-04-03 23:00:00+00:00,"('GT',)",57.0,57.4,gas,gas,gas_turbine,0.8245614035087719,0.818815331010453,0.9591836734693877,0.9591836734693877
103672,50.0,50.0,46.0,-46.0,2017-05-03 14:00:00+00:00,2017-10-01 23:00:00+00:00,46.0,2017-05-03 14:00:00+00:00,"('GT',)",57.0,57.4,gas,gas,gas_turbine,0.8070175438596491,0.8013937282229965,0.92,0.92
103673,48.0,48.0,45.0,-47.0,2015-01-10 00:00:00+00:00,2019-10-28 19:00:00+00:00,47.0,2019-10-28 19:00:00+00:00,"('GT',)",57.0,57.4,gas,gas,gas_turbine,0.8245614035087719,0.818815331010453,0.9791666666666666,0.9791666666666666
103674,49.0,49.0,46.0,-46.0,2019-05-03 12:00:00+00:00,2017-07-30 00:00:00+00:00,46.0,2019-05-03 12:00:00+00:00,"('GT',)",57.0,57.4,gas,gas,gas_turbine,0.8070175438596491,0.8013937282229965,0.9387755102040817,0.9387755102040817
103675,228.0,228.0,76.0,-96.0,2018-06-02 15:00:00+00:00,2019-06-20 03:00:00+00:00,96.0,2019-06-20 03:00:00+00:00,"('CA', 'CT')",152.5,230.0,gas,gas,combined_cycle,0.6295081967213115,0.41739130434782606,0.42105263157894735,0.42105263157894735
103676,166.0,166.0,127.0,-144.0,2016-10-18 15:00:00+00:00,2016-05-11 18:00:00+00:00,144.0,2016-05-11 18:00:00+00:00,"('GT',)",195.7,166.3,gas,gas,gas_turbine,0.7358201328564129,0.8659049909801563,0.8674698795180723,0.8674698795180723
103677,49.0,49.0,46.0,-47.0,2017-10-04 20:00:00+00:00,2018-05-15 22:00:00+00:00,47.0,2018-05-15 22:00:00+00:00,"('GT',)",50.0,49.1,gas,gas,gas_turbine,0.94,0.9572301425661914,0.9591836734693877,0.9591836734693877
103678,573.0,573.0,195.0,-214.0,2019-03-14 22:00:00+00:00,2019-11-23 16:00:00+00:00,214.0,2019-11-23 16:00:00+00:00,"('CA', 'CT')",420.7,649.0,gas,gas,combined_cycle,0.508676016163537,0.32973805855161786,0.37347294938917974,0.37347294938917974
103679,649.0,649.0,226.0,-601.0,2019-06-06 14:00:00+00:00,2019-01-26 14:00:00+00:00,601.0,2019-01-26 14:00:00+00:00,"('ST',)",580.0,591.0,coal,coal,steam_turbine,1.0362068965517242,1.0169204737732656,0.926040061633282,0.926040061633282
103680,668.0,668.0,249.0,-641.0,2016-06-08 23:00:00+00:00,2018-04-13 13:00:00+00:00,641.0,2018-04-13 13:00:00+00:00,"('ST',)",580.0,652.0,coal,coal,steam_turbine,1.1051724137931034,0.9831288343558282,0.9595808383233533,0.9595808383233533
103681,151.0,151.0,88.0,-121.0,2018-04-03 17:00:00+00:00,2016-05-12 22:00:00+00:00,121.0,2016-05-12 22:00:00+00:00,"('CA', 'CT')",65.0,140.0,gas,gas,combined_cycle,1.8615384615384616,0.8642857142857143,0.8013245033112583,0.8013245033112583
103682,50.0,50.0,46.0,-49.0,2015-06-16 18:00:00+00:00,2015-07-29 22:00:00+00:00,49.0,2015-07-29 22:00:00+00:00,"('GT',)",51.0,61.0,gas,gas,gas_turbine,0.9607843137254902,0.8032786885245902,0.98,0.98
103683,100.0,100.0,85.0,-99.0,2015-07-31 23:00:00+00:00,2015-01-05 15:00:00+00:00,99.0,2015-01-05 15:00:00+00:00,"('GT',)",93.5,93.5,gas,gas,gas_turbine,1.0588235294117647,1.0588235294117647,0.99,0.99
103684,579.0,570.0,155.0,-151.0,2016-04-14 13:00:00+00:00,2019-02-20 08:00:00+00:00,155.0,2016-04-14 13:00:00+00:00,"('CA', 'CT')",408.6,657.0,gas,gas,combined_cycle,0.37934410181106215,0.2359208523592085,0.26770293609671847,0.2719298245614035
103685,43.0,43.0,41.0,-41.0,2016-09-26 21:00:00+00:00,2017-06-02 04:00:00+00:00,41.0,2016-09-26 21:00:00+00:00,"('GT',)",40.0,40.0,gas,gas,gas_turbine,1.025,1.025,0.9534883720930233,0.9534883720930233
103686,49.0,49.0,49.0,-49.0,2015-01-06 11:00:00+00:00,2018-11-28 16:00:00+00:00,49.0,2015-01-06 11:00:00+00:00,"('GT',)",41.0,54.0,gas,gas,gas_turbine,1.1951219512195121,0.9074074074074074,1.0,1.0
103687,49.0,49.0,48.0,-49.0,2015-01-06 11:00:00+00:00,2017-11-11 02:00:00+00:00,49.0,2017-11-11 02:00:00+00:00,"('GT',)",41.0,54.0,gas,gas,gas_turbine,1.1951219512195121,0.9074074074074074,1.0,1.0
103688,172.0,172.0,156.0,-168.0,2017-01-06 14:00:00+00:00,2015-01-08 19:00:00+00:00,168.0,2015-01-08 19:00:00+00:00,"('GT',)",170.0,170.0,gas,gas,gas_turbine,0.9882352941176471,0.9882352941176471,0.9767441860465116,0.9767441860465116
103689,291.0,269.0,95.0,-104.0,2017-01-08 02:00:00+00:00,2018-01-18 18:00:00+00:00,104.0,2018-01-18 18:00:00+00:00,"('CA', 'CT')",170.0,265.6,gas,gas,combined_cycle,0.611764705882353,0.39156626506024095,0.35738831615120276,0.38661710037174724
