component_id,sum_of_max_gross_load_mw,max_of_sum_gross_load_mw,max_ramp,min_ramp,idxmax_ramp,idxmin_ramp,max_abs_ramp,idxmax_abs_ramp,EIA_UNIT_TYPE,capacity_CAMD,capacity_EIA,simple_CAMD_FUEL_TYPE_via_capacity,simple_EIA_FUEL_TYPE_via_capacity,simple_EIA_UNIT_TYPE,ramp_factor_CAMD,ramp_factor_EIA,ramp_factor_sum_max,ramp_factor_max_sum
2907,155.0,155.0,67.0,-66.0,2018-10-30 11:00:00+00:00,2016-02-25 17:00:00+00:00,67.0,2018-10-30 11:00:00+00:00,"('ST',)",150.0,150.0,coal,coal,steam_turbine,0.44666666666666666,0.44666666666666666,0.432258064516129,0.432258064516129
2908,155.0,155.0,67.0,-64.0,2016-02-24 10:00:00+00:00,2015-06-16 03:00:00+00:00,67.0,2016-02-24 10:00:00+00:00,"('ST',)",150.0,150.0,coal,coal,steam_turbine,0.44666666666666666,0.44666666666666666,0.432258064516129,0.432258064516129
2909,88.0,88.0,42.0,-40.0,2015-07-30 19:00:00+00:00,2015-01-07 15:00:00+00:00,42.0,2015-07-30 19:00:00+00:00,"('ST',)",112.5,112.5,coal,coal,steam_turbine,0.37333333333333335,0.37333333333333335,0.4772727272727273,0.4772727272727273
2910,91.0,91.0,45.0,-49.0,2015-03-18 10:00:00+00:00,2015-06-08 01:00:00+00:00,49.0,2015-06-08 01:00:00+00:00,"('ST',)",123.3,123.2,coal,coal,steam_turbine,0.39740470397404704,0.3977272727272727,0.5384615384615384,0.5384615384615384
2911,92.0,92.0,41.0,-45.0,2015-06-22 08:00:00+00:00,2015-05-17 23:00:00+00:00,45.0,2015-05-17 23:00:00+00:00,"('ST',)",112.5,112.5,coal,coal,steam_turbine,0.4,0.4,0.4891304347826087,0.4891304347826087
2912,90.0,90.0,31.0,-19.0,2015-02-02 15:00:00+00:00,2015-02-03 02:00:00+00:00,31.0,2015-02-02 15:00:00+00:00,"('ST',)",125.0,125.0,coal,coal,steam_turbine,0.248,0.248,0.34444444444444444,0.34444444444444444
2913,350.0,350.0,154.0,-171.0,2015-01-19 17:00:00+00:00,2015-07-29 02:00:00+00:00,171.0,2015-07-29 02:00:00+00:00,"('ST',)",387.0,387.0,coal,coal,steam_turbine,0.4418604651162791,0.4418604651162791,0.48857142857142855,0.48857142857142855
2914,102.0,102.0,41.0,-45.0,2017-05-22 21:00:00+00:00,2017-05-22 19:00:00+00:00,45.0,2017-05-22 19:00:00+00:00,"('ST',)",100.0,103.7,coal,coal,steam_turbine,0.45,0.43394406943105107,0.4411764705882353,0.4411764705882353
2915,289.0,289.0,118.0,-169.0,2018-12-24 21:00:00+00:00,2018-12-24 18:00:00+00:00,169.0,2018-12-24 18:00:00+00:00,"('ST',)",289.0,265.2,coal,coal,steam_turbine,0.5847750865051903,0.6372549019607844,0.5847750865051903,0.5847750865051903
2916,36.0,36.0,14.0,-15.0,2016-07-18 18:00:00+00:00,2018-08-09 01:00:00+00:00,15.0,2018-08-09 01:00:00+00:00,"('ST',)",33.0,33.0,coal,coal,steam_turbine,0.45454545454545453,0.45454545454545453,0.4166666666666667,0.4166666666666667
2917,68.0,68.0,25.0,-24.0,2015-08-25 16:00:00+00:00,2018-07-04 00:00:00+00:00,25.0,2015-08-25 16:00:00+00:00,"('ST',)",60.9,60.9,coal,coal,steam_turbine,0.41050903119868637,0.41050903119868637,0.36764705882352944,0.36764705882352944
2918,114.0,114.0,61.0,-43.0,2015-02-13 14:00:00+00:00,2015-01-27 22:00:00+00:00,61.0,2015-02-13 14:00:00+00:00,"('ST',)",116.6,116.6,coal,coal,steam_turbine,0.5231560891938251,0.5231560891938251,0.5350877192982456,0.5350877192982456
2919,53.0,53.0,21.0,-20.0,2018-08-20 14:00:00+00:00,2016-09-19 14:00:00+00:00,21.0,2018-08-20 14:00:00+00:00,"('ST',)",62.0,50.0,gas,gas,steam_turbine,0.3387096774193548,0.42,0.39622641509433965,0.39622641509433965
2920,157.0,157.0,83.0,-78.0,2016-07-13 16:00:00+00:00,2019-11-12 11:00:00+00:00,83.0,2016-07-13 16:00:00+00:00,"('ST',)",160.0,149.0,gas,gas,steam_turbine,0.51875,0.5570469798657718,0.5286624203821656,0.5286624203821656
2921,103.0,103.0,51.0,-36.0,2016-07-27 15:00:00+00:00,2017-07-19 23:00:00+00:00,51.0,2016-07-27 15:00:00+00:00,"('ST',)",105.0,81.6,gas,gas,steam_turbine,0.4857142857142857,0.625,0.49514563106796117,0.49514563106796117
2922,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",54.0,50.0,gas,gas,steam_turbine,0.0,0.0,,
2923,162.0,162.0,87.0,-88.0,2017-07-27 19:00:00+00:00,2017-07-03 22:00:00+00:00,88.0,2017-07-03 22:00:00+00:00,"('ST',)",165.0,136.0,gas,gas,steam_turbine,0.5333333333333333,0.6470588235294118,0.5432098765432098,0.5432098765432098
2924,362.0,362.0,150.0,-165.0,2018-05-15 19:00:00+00:00,2015-04-17 20:00:00+00:00,165.0,2015-04-17 20:00:00+00:00,"('ST',)",400.0,390.0,gas,gas,steam_turbine,0.4125,0.4230769230769231,0.4558011049723757,0.4558011049723757
2925,92.0,92.0,81.0,-90.0,2018-11-13 12:00:00+00:00,2016-12-18 16:00:00+00:00,90.0,2016-12-18 16:00:00+00:00,"('GT',)",88.0,98.3,gas,gas,gas_turbine,1.0227272727272727,0.9155645981688708,0.9782608695652174,0.9782608695652174
2926,91.0,91.0,66.0,-72.0,2016-08-16 21:00:00+00:00,2017-08-10 00:00:00+00:00,72.0,2017-08-10 00:00:00+00:00,"('GT',)",88.0,98.3,gas,gas,gas_turbine,0.8181818181818182,0.7324516785350966,0.7912087912087912,0.7912087912087912
2927,182.0,182.0,156.0,-165.0,2019-01-18 22:00:00+00:00,2018-12-18 17:00:00+00:00,165.0,2018-12-18 17:00:00+00:00,"('GT',)",180.0,178.5,gas,gas,gas_turbine,0.9166666666666666,0.9243697478991597,0.9065934065934066,0.9065934065934066
2928,825.0,825.0,224.0,-233.0,2019-07-02 12:00:00+00:00,2019-11-02 18:00:00+00:00,233.0,2019-11-02 18:00:00+00:00,"('ST',)",893.0,873.0,coal,coal,steam_turbine,0.2609182530795073,0.26689576174112256,0.2824242424242424,0.2824242424242424
2929,718.0,718.0,179.0,-319.0,2019-02-22 22:00:00+00:00,2015-09-10 03:00:00+00:00,319.0,2015-09-10 03:00:00+00:00,"('ST',)",685.0,725.9,coal,coal,steam_turbine,0.4656934306569343,0.4394544703127153,0.44428969359331477,0.44428969359331477
2930,100.0,100.0,58.0,-73.0,2016-09-12 05:00:00+00:00,2016-09-12 02:00:00+00:00,73.0,2016-09-12 02:00:00+00:00,"('ST',)",115.0,114.0,gas,gas,steam_turbine,0.6347826086956522,0.6403508771929824,0.73,0.73
2931,88.0,88.0,41.0,-44.0,2018-07-04 16:00:00+00:00,2017-07-20 22:00:00+00:00,44.0,2017-07-20 22:00:00+00:00,"('ST',)",115.0,114.0,gas,gas,steam_turbine,0.3826086956521739,0.38596491228070173,0.5,0.5
2932,184.0,184.0,13.0,-88.0,2015-06-08 21:00:00+00:00,2015-09-29 20:00:00+00:00,88.0,2015-09-29 20:00:00+00:00,"('ST',)",200.0,172.0,gas,gas,steam_turbine,0.44,0.5116279069767442,0.4782608695652174,0.4782608695652174
2933,53.0,53.0,22.0,-23.0,2015-04-14 23:00:00+00:00,2015-04-14 22:00:00+00:00,23.0,2015-04-14 22:00:00+00:00,"('ST',)",80.0,49.0,coal,coal,steam_turbine,0.2875,0.46938775510204084,0.4339622641509434,0.4339622641509434
2934,126.0,126.0,73.0,-72.0,2015-10-16 13:00:00+00:00,2019-08-27 16:00:00+00:00,73.0,2015-10-16 13:00:00+00:00,"('ST',)",135.0,114.0,coal,coal,steam_turbine,0.5407407407407407,0.6403508771929824,0.5793650793650794,0.5793650793650794
2935,406.0,406.0,193.0,-323.0,2017-07-30 17:00:00+00:00,2018-01-01 11:00:00+00:00,323.0,2018-01-01 11:00:00+00:00,"('ST',)",415.0,403.0,coal,coal,steam_turbine,0.7783132530120482,0.8014888337468983,0.7955665024630542,0.7955665024630542
2936,142.0,142.0,51.0,-80.0,2015-07-13 13:00:00+00:00,2015-11-06 14:00:00+00:00,80.0,2015-11-06 14:00:00+00:00,"('ST',)",170.0,150.0,coal,coal,steam_turbine,0.47058823529411764,0.5333333333333333,0.5633802816901409,0.5633802816901409
2937,78.0,78.0,29.0,-26.0,2017-06-02 05:00:00+00:00,2017-06-02 04:00:00+00:00,29.0,2017-06-02 05:00:00+00:00,"('ST',)",90.0,82.0,coal,coal,steam_turbine,0.32222222222222224,0.35365853658536583,0.3717948717948718,0.3717948717948718
2938,37.0,37.0,16.0,-17.0,2015-10-15 21:00:00+00:00,2016-10-06 01:00:00+00:00,17.0,2016-10-06 01:00:00+00:00,"('ST',)",40.0,40.0,gas,gas,steam_turbine,0.425,0.425,0.4594594594594595,0.4594594594594595
2939,79.0,79.0,20.0,-25.0,2015-02-27 21:00:00+00:00,2015-05-06 06:00:00+00:00,25.0,2015-05-06 06:00:00+00:00,"('ST',)",81.6,81.6,gas,gas,steam_turbine,0.30637254901960786,0.30637254901960786,0.31645569620253167,0.31645569620253167
2940,140.0,140.0,19.0,-21.0,2016-10-21 18:00:00+00:00,2016-10-06 20:00:00+00:00,21.0,2016-10-06 20:00:00+00:00,"('ST',)",157.5,157.5,gas,gas,steam_turbine,0.13333333333333333,0.13333333333333333,0.15,0.15
2941,103.0,103.0,54.0,-58.0,2015-09-21 16:00:00+00:00,2019-06-12 01:00:00+00:00,58.0,2019-06-12 01:00:00+00:00,"('ST',)",105.0,97.9,gas,gas,steam_turbine,0.5523809523809524,0.5924412665985699,0.5631067961165048,0.5631067961165048
2942,317.0,317.0,286.0,-286.0,2016-08-26 18:00:00+00:00,2016-08-26 17:00:00+00:00,286.0,2016-08-26 18:00:00+00:00,"('ST',)",280.5,280.5,gas,gas,steam_turbine,1.0196078431372548,1.0196078431372548,0.9022082018927445,0.9022082018927445
2943,843.0,843.0,110.0,-283.0,2015-03-23 21:00:00+00:00,2015-01-02 01:00:00+00:00,283.0,2015-01-02 01:00:00+00:00,"('ST',)",816.3,816.3,coal,coal,steam_turbine,0.3466862673036874,0.3466862673036874,0.33570581257413995,0.33570581257413995
2944,115.0,115.0,58.0,-58.0,2015-01-29 12:00:00+00:00,2018-06-14 21:00:00+00:00,58.0,2015-01-29 12:00:00+00:00,"('ST',)",113.6,113.6,coal,coal,steam_turbine,0.5105633802816901,0.5105633802816901,0.5043478260869565,0.5043478260869565
2945,138.0,138.0,99.0,-100.0,2019-01-16 11:00:00+00:00,2018-01-25 16:00:00+00:00,100.0,2018-01-25 16:00:00+00:00,"('GT',)",126.0,126.0,gas,gas,gas_turbine,0.7936507936507936,0.7936507936507936,0.7246376811594203,0.7246376811594203
2946,128.0,128.0,102.0,-107.0,2017-11-07 12:00:00+00:00,2019-01-17 15:00:00+00:00,107.0,2019-01-17 15:00:00+00:00,"('GT',)",126.0,126.0,gas,gas,gas_turbine,0.8492063492063492,0.8492063492063492,0.8359375,0.8359375
2947,183.0,183.0,80.0,-124.0,2017-03-14 08:00:00+00:00,2018-01-02 07:00:00+00:00,124.0,2018-01-02 07:00:00+00:00,"('ST',)",179.5,179.5,,coal,steam_turbine,0.6908077994428969,0.6908077994428969,0.6775956284153005,0.6775956284153005
2948,458.0,458.0,221.0,-303.0,2015-05-11 19:00:00+00:00,2015-05-11 18:00:00+00:00,303.0,2015-05-11 18:00:00+00:00,"('ST',)",446.4,464.0,coal,coal,steam_turbine,0.6787634408602151,0.6530172413793104,0.6615720524017468,0.6615720524017468
2949,130.0,130.0,104.0,-111.0,2015-03-10 11:00:00+00:00,2015-03-06 15:00:00+00:00,111.0,2015-03-06 15:00:00+00:00,"('GT',)",123.0,123.0,gas,gas,gas_turbine,0.9024390243902439,0.9024390243902439,0.8538461538461538,0.8538461538461538
2950,172.0,172.0,127.0,-151.0,2015-03-27 22:00:00+00:00,2018-01-02 15:00:00+00:00,151.0,2018-01-02 15:00:00+00:00,"('GT',)",181.0,176.8,gas,gas,gas_turbine,0.8342541436464088,0.8540723981900452,0.877906976744186,0.877906976744186
2951,180.0,180.0,123.0,-139.0,2019-05-01 11:00:00+00:00,2018-06-18 18:00:00+00:00,139.0,2018-06-18 18:00:00+00:00,"('GT',)",181.0,176.8,gas,gas,gas_turbine,0.7679558011049724,0.7861990950226244,0.7722222222222223,0.7722222222222223
2952,120.0,120.0,100.0,-93.0,2015-01-29 10:00:00+00:00,2017-02-05 03:00:00+00:00,100.0,2015-01-29 10:00:00+00:00,"('GT',)",126.0,126.0,gas,gas,gas_turbine,0.7936507936507936,0.7936507936507936,0.8333333333333334,0.8333333333333334
2953,120.0,120.0,97.0,-110.0,2016-03-02 11:00:00+00:00,2015-10-21 14:00:00+00:00,110.0,2015-10-21 14:00:00+00:00,"('GT',)",126.0,126.0,gas,gas,gas_turbine,0.873015873015873,0.873015873015873,0.9166666666666666,0.9166666666666666
2954,540.0,540.0,241.0,-314.0,2015-07-19 16:00:00+00:00,2016-01-20 14:00:00+00:00,314.0,2016-01-20 14:00:00+00:00,"('ST',)",556.9,556.9,coal,coal,steam_turbine,0.5638355180463279,0.5638355180463279,0.5814814814814815,0.5814814814814815
2955,546.0,546.0,218.0,-415.0,2018-08-26 15:00:00+00:00,2018-12-22 07:00:00+00:00,415.0,2018-12-22 07:00:00+00:00,"('ST',)",556.4,556.3,coal,coal,steam_turbine,0.7458662832494608,0.7460003595182456,0.76007326007326,0.76007326007326
2956,544.0,544.0,232.0,-442.0,2015-08-18 10:00:00+00:00,2015-04-13 07:00:00+00:00,442.0,2015-04-13 07:00:00+00:00,"('ST',)",556.6,556.5,coal,coal,steam_turbine,0.7941070786920589,0.7942497753818508,0.8125,0.8125
2957,548.0,548.0,217.0,-322.0,2015-03-25 20:00:00+00:00,2015-09-06 05:00:00+00:00,322.0,2015-09-06 05:00:00+00:00,"('ST',)",556.2,556.2,coal,coal,steam_turbine,0.5789284430061129,0.5789284430061129,0.5875912408759124,0.5875912408759124
2958,76.0,76.0,30.0,-29.0,2015-01-05 12:00:00+00:00,2015-08-20 00:00:00+00:00,30.0,2015-01-05 12:00:00+00:00,"('ST',)",75.0,75.0,coal,coal,steam_turbine,0.4,0.4,0.39473684210526316,0.39473684210526316
2959,105.0,105.0,56.0,-51.0,2015-09-15 11:00:00+00:00,2015-05-26 04:00:00+00:00,56.0,2015-09-15 11:00:00+00:00,"('ST',)",113.6,113.6,coal,coal,steam_turbine,0.49295774647887325,0.49295774647887325,0.5333333333333333,0.5333333333333333
2960,165.0,165.0,69.0,-86.0,2015-02-27 05:00:00+00:00,2015-02-27 04:00:00+00:00,86.0,2015-02-27 04:00:00+00:00,"('ST',)",163.2,163.2,coal,coal,steam_turbine,0.5269607843137255,0.5269607843137255,0.5212121212121212,0.5212121212121212
2961,188.0,188.0,70.0,-158.0,2015-06-15 18:00:00+00:00,2015-06-15 15:00:00+00:00,158.0,2015-06-15 15:00:00+00:00,"('ST',)",209.4,209.4,coal,coal,steam_turbine,0.7545367717287488,0.7545367717287488,0.8404255319148937,0.8404255319148937
2962,261.0,261.0,115.0,-126.0,2015-03-06 00:00:00+00:00,2015-03-06 05:00:00+00:00,126.0,2015-03-06 05:00:00+00:00,"('ST',)",272.0,272.0,coal,coal,steam_turbine,0.4632352941176471,0.4632352941176471,0.4827586206896552,0.4827586206896552
2963,344.0,344.0,199.0,-158.0,2018-07-04 15:00:00+00:00,2015-03-12 22:00:00+00:00,199.0,2018-07-04 15:00:00+00:00,"('ST',)",355.5,355.5,coal,coal,steam_turbine,0.559774964838256,0.559774964838256,0.5784883720930233,0.5784883720930233
2964,345.0,345.0,188.0,-174.0,2018-07-04 15:00:00+00:00,2015-09-21 17:00:00+00:00,188.0,2018-07-04 15:00:00+00:00,"('ST',)",355.5,355.5,coal,coal,steam_turbine,0.5288326300984529,0.5288326300984529,0.5449275362318841,0.5449275362318841
2965,434.0,434.0,194.0,-346.0,2017-05-25 13:00:00+00:00,2016-06-06 17:00:00+00:00,346.0,2016-06-06 17:00:00+00:00,"('ST',)",462.6,462.6,coal,coal,steam_turbine,0.7479463899697363,0.7479463899697363,0.7972350230414746,0.7972350230414746
2966,536.0,536.0,181.0,-480.0,2015-07-22 14:00:00+00:00,2018-06-29 20:00:00+00:00,480.0,2018-06-29 20:00:00+00:00,"('ST',)",543.6,543.6,coal,coal,steam_turbine,0.8830022075055187,0.8830022075055187,0.8955223880597015,0.8955223880597015
2967,176.0,176.0,146.0,-157.0,2015-03-24 10:00:00+00:00,2015-10-29 01:00:00+00:00,157.0,2015-10-29 01:00:00+00:00,"('GT',)",178.0,178.0,gas,gas,gas_turbine,0.8820224719101124,0.8820224719101124,0.8920454545454546,0.8920454545454546
2968,160.0,160.0,62.0,-58.0,2015-06-20 02:00:00+00:00,2016-04-27 05:00:00+00:00,62.0,2015-06-20 02:00:00+00:00,"('ST',)",163.2,163.2,coal,coal,steam_turbine,0.37990196078431376,0.37990196078431376,0.3875,0.3875
2969,297.0,297.0,96.0,-241.0,2015-10-11 14:00:00+00:00,2016-05-27 21:00:00+00:00,241.0,2016-05-27 21:00:00+00:00,"('ST',)",282.2,282.1,coal,coal,steam_turbine,0.854004252303331,0.8543069833392414,0.8114478114478114,0.8114478114478114
2970,661.0,661.0,436.0,-376.0,2016-03-06 18:00:00+00:00,2016-03-06 17:00:00+00:00,436.0,2016-03-06 18:00:00+00:00,"('ST',)",704.0,704.0,coal,coal,steam_turbine,0.6193181818181818,0.6193181818181818,0.659606656580938,0.659606656580938
2971,682.0,682.0,186.0,-195.0,2015-05-22 10:00:00+00:00,2015-02-01 09:00:00+00:00,195.0,2015-02-01 09:00:00+00:00,"('ST',)",704.0,704.0,coal,coal,steam_turbine,0.27698863636363635,0.27698863636363635,0.2859237536656892,0.2859237536656892
2972,1092.0,1092.0,289.0,-391.0,2015-10-27 11:00:00+00:00,2015-08-31 21:00:00+00:00,391.0,2015-08-31 21:00:00+00:00,"('ST',)",1150.2,1150.2,coal,coal,steam_turbine,0.3399408798469831,0.3399408798469831,0.35805860805860806,0.35805860805860806
2973,144.0,144.0,69.0,-63.0,2019-07-02 13:00:00+00:00,2019-07-14 06:00:00+00:00,69.0,2019-07-02 13:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.3942857142857143,0.3942857142857143,0.4791666666666667,0.4791666666666667
2974,139.0,139.0,60.0,-77.0,2016-06-10 12:00:00+00:00,2016-01-02 11:00:00+00:00,77.0,2016-01-02 11:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.44,0.44,0.5539568345323741,0.5539568345323741
2975,145.0,145.0,68.0,-67.0,2019-09-10 11:00:00+00:00,2019-10-05 06:00:00+00:00,68.0,2019-09-10 11:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.38857142857142857,0.38857142857142857,0.4689655172413793,0.4689655172413793
2976,145.0,145.0,66.0,-66.0,2016-08-29 10:00:00+00:00,2019-09-18 04:00:00+00:00,66.0,2016-08-29 10:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.37714285714285717,0.37714285714285717,0.45517241379310347,0.45517241379310347
2977,154.0,154.0,76.0,-73.0,2019-07-02 13:00:00+00:00,2018-11-26 15:00:00+00:00,76.0,2019-07-02 13:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.4342857142857143,0.4342857142857143,0.4935064935064935,0.4935064935064935
2978,143.0,143.0,70.0,-75.0,2016-07-25 21:00:00+00:00,2017-12-03 15:00:00+00:00,75.0,2017-12-03 15:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.42857142857142855,0.42857142857142855,0.5244755244755245,0.5244755244755245
2979,184.0,184.0,71.0,-68.0,2016-05-30 15:00:00+00:00,2016-07-25 18:00:00+00:00,71.0,2016-05-30 15:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.4057142857142857,0.4057142857142857,0.3858695652173913,0.3858695652173913
2980,139.0,139.0,66.0,-73.0,2015-01-09 23:00:00+00:00,2019-11-21 05:00:00+00:00,73.0,2019-11-21 05:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.41714285714285715,0.41714285714285715,0.5251798561151079,0.5251798561151079
2981,141.0,141.0,72.0,-64.0,2019-08-03 13:00:00+00:00,2019-07-26 01:00:00+00:00,72.0,2019-08-03 13:00:00+00:00,"('ST',)",175.0,175.0,coal,coal,steam_turbine,0.4114285714285714,0.4114285714285714,0.5106382978723404,0.5106382978723404
2982,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",174.3,205.0,coal,coal,steam_turbine,0.0,0.0,,
2983,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",174.3,205.0,coal,coal,steam_turbine,0.0,0.0,,
2984,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",172.8,192.0,coal,coal,steam_turbine,0.0,0.0,,
2985,169.0,169.0,97.0,-158.0,2018-12-03 04:00:00+00:00,2018-08-28 01:00:00+00:00,158.0,2018-08-28 01:00:00+00:00,"('ST',)",180.0,200.0,coal,coal,steam_turbine,0.8777777777777778,0.79,0.9349112426035503,0.9349112426035503
2986,174.0,174.0,101.0,-157.0,2017-05-05 10:00:00+00:00,2017-07-21 16:00:00+00:00,157.0,2017-07-21 16:00:00+00:00,"('ST',)",184.5,205.0,coal,coal,steam_turbine,0.8509485094850948,0.7658536585365854,0.9022988505747126,0.9022988505747126
2987,36.0,36.0,6.0,-12.0,2015-02-24 14:00:00+00:00,2015-02-24 16:00:00+00:00,12.0,2015-02-24 16:00:00+00:00,"('ST',)",81.6,96.0,coal,coal,steam_turbine,0.14705882352941177,0.125,0.3333333333333333,0.3333333333333333
2988,125.0,125.0,95.0,-68.0,2015-12-26 18:00:00+00:00,2015-12-25 13:00:00+00:00,95.0,2015-12-26 18:00:00+00:00,"('ST',)",100.0,113.6,coal,coal,steam_turbine,0.95,0.8362676056338029,0.76,0.76
2989,247.0,247.0,85.0,-147.0,2018-09-04 10:00:00+00:00,2015-11-24 20:00:00+00:00,147.0,2015-11-24 20:00:00+00:00,"('ST',)",221.0,230.4,coal,coal,steam_turbine,0.665158371040724,0.6380208333333334,0.5951417004048583,0.5951417004048583
2990,80.0,80.0,27.0,-20.0,2015-02-24 10:00:00+00:00,2015-02-24 04:00:00+00:00,27.0,2015-02-24 10:00:00+00:00,"('ST',)",80.0,81.0,coal,coal,steam_turbine,0.3375,0.3333333333333333,0.3375,0.3375
2991,80.0,80.0,28.0,-52.0,2015-08-03 20:00:00+00:00,2015-08-07 01:00:00+00:00,52.0,2015-08-07 01:00:00+00:00,"('ST',)",80.0,81.0,coal,coal,steam_turbine,0.65,0.6419753086419753,0.65,0.65
2992,231.0,231.0,113.0,-128.0,2015-09-06 03:00:00+00:00,2018-01-01 13:00:00+00:00,128.0,2018-01-01 13:00:00+00:00,"('ST',)",23.0,23.0,gas,gas,steam_turbine,5.565217391304348,5.565217391304348,0.5541125541125541,0.5541125541125541
2993,224.0,224.0,136.0,-85.0,2017-02-18 04:00:00+00:00,2018-11-04 19:00:00+00:00,136.0,2017-02-18 04:00:00+00:00,"('ST',)",62.5,62.5,gas,gas,steam_turbine,2.176,2.176,0.6071428571428571,0.6071428571428571
2994,227.0,227.0,147.0,-181.0,2018-01-17 17:00:00+00:00,2018-01-17 14:00:00+00:00,181.0,2018-01-17 14:00:00+00:00,"('ST',)",63.0,63.0,gas,gas,steam_turbine,2.873015873015873,2.873015873015873,0.7973568281938326,0.7973568281938326
2995,118.0,118.0,84.0,-103.0,2017-02-18 10:00:00+00:00,2019-11-04 17:00:00+00:00,103.0,2019-11-04 17:00:00+00:00,"('GT',)",129.0,129.1,gas,gas,gas_turbine,0.7984496124031008,0.7978311386522077,0.8728813559322034,0.8728813559322034
2996,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('GT',)",173.3,173.3,gas,gas,gas_turbine,0.0,0.0,,
2997,443.0,443.0,176.0,-175.0,2016-07-05 14:00:00+00:00,2016-06-24 03:00:00+00:00,176.0,2016-07-05 14:00:00+00:00,"('ST',)",591.8,591.8,gas,gas,steam_turbine,0.29739776951672864,0.29739776951672864,0.3972911963882618,0.3972911963882618
2998,594.0,594.0,453.0,-589.0,2016-08-10 22:00:00+00:00,2017-10-27 19:00:00+00:00,589.0,2017-10-27 19:00:00+00:00,"('ST',)",614.6,614.6,coal,coal,steam_turbine,0.9583468922876668,0.9583468922876668,0.9915824915824916,0.9915824915824916
2999,193.0,193.0,103.0,-107.0,2015-08-03 16:00:00+00:00,2015-08-03 02:00:00+00:00,107.0,2015-08-03 02:00:00+00:00,"('ST',)",239.4,239.4,gas,gas,steam_turbine,0.4469507101086048,0.4469507101086048,0.5544041450777202,0.5544041450777202
3000,494.0,494.0,123.0,-164.0,2015-06-24 14:00:00+00:00,2015-06-05 21:00:00+00:00,164.0,2015-06-05 21:00:00+00:00,"('ST',)",591.8,591.8,gas,gas,steam_turbine,0.2771206488678608,0.2771206488678608,0.3319838056680162,0.3319838056680162
3001,796.0,796.0,163.0,-413.0,2016-05-30 08:00:00+00:00,2016-05-12 22:00:00+00:00,413.0,2016-05-12 22:00:00+00:00,"('CA', 'CT')",375.0,922.8,gas,gas,combined_cycle,1.1013333333333333,0.44755093194625056,0.5188442211055276,0.5188442211055276
3002,343.0,343.0,195.0,-242.0,2015-01-15 12:00:00+00:00,2019-04-06 21:00:00+00:00,242.0,2019-04-06 21:00:00+00:00,"('ST',)",348.5,348.5,gas,gas,steam_turbine,0.6944045911047346,0.6944045911047346,0.7055393586005831,0.7055393586005831
3003,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",247.8,247.7,gas,gas,steam_turbine,0.0,0.0,,
3004,425.0,425.0,214.0,-278.0,2017-12-05 15:00:00+00:00,2017-01-06 21:00:00+00:00,278.0,2017-01-06 21:00:00+00:00,"('ST',)",420.8,420.7,gas,gas,steam_turbine,0.6606463878326996,0.6608034228666508,0.6541176470588236,0.6541176470588236
3005,554.0,554.0,197.0,-226.0,2018-12-06 23:00:00+00:00,2018-12-19 22:00:00+00:00,226.0,2018-12-19 22:00:00+00:00,"('ST',)",582.3,582.2,gas,gas,steam_turbine,0.388116091361841,0.38818275506698724,0.40794223826714804,0.40794223826714804
3006,103.0,103.0,59.0,-64.0,2015-06-25 16:00:00+00:00,2016-01-13 15:00:00+00:00,64.0,2016-01-13 15:00:00+00:00,"('ST',)",169.8,169.8,gas,gas,steam_turbine,0.3769140164899882,0.3769140164899882,0.6213592233009708,0.6213592233009708
3007,759.0,759.0,393.0,-418.0,2017-10-12 16:00:00+00:00,2019-08-13 05:00:00+00:00,418.0,2019-08-13 05:00:00+00:00,"('ST',)",895.1,895.1,gas,gas,steam_turbine,0.46698692883476706,0.46698692883476706,0.5507246376811594,0.5507246376811594
